ReadId	HostTopHit	HostLCAHit	CARDHit	CARDGroup	PercentID	Length	Distance
a4b77306-55dd-4964-a9db-ceafb0eabdef	Staphylococcus epidermidis	Staphylococcus epidermidis	ARO:3000391|norA	norA	77.94	834	3914
c59c4b7c-e3ae-4c36-b35a-cdf36ff99add	Bifidobacterium breve	Bifidobacterium breve	ARO:3000190|tetO	group tet-6	84.55	1314	5160
68070759-ffd3-4d7f-8b63-94d8c021de34	Bifidobacterium bifidum	Bifidobacterium bifidum	ARO:3003730|Bifidobacterium ileS	ileS	83.84	396	280
cbc0c99d-cbd4-458a-a8ee-90a9da248f18	Mobiluncus curtisii	Bacteria	ARO:3000190|tetO	group tet-6	84.88	1078	760
08cc1320-61fe-4240-81e7-1436561d494e	Bifidobacterium breve	Bifidobacterium breve	ARO:3003730|Bifidobacterium ileS	ileS	72.54	772	1405
2e819622-d9f1-4328-bc61-bc367b7d33cf	Mobiluncus curtisii	Bacteria	ARO:3000190|tetO	group tet-6	84.83	1655	1351
c2c8ed84-8056-448c-9408-044662503745	Mobiluncus curtisii	Terrabacteria group	ARO:3000190|tetO	group tet-6	86.01	1580	2323
038d797b-9524-4e9d-affd-67731f7edba1	Bifidobacterium breve	Bifidobacterium breve	ARO:3000190|tetO	group tet-6	85.39	1608	4382
0f7ef285-3657-43dc-8d2f-80807c15d98f	Bifidobacterium breve	Bifidobacterium breve	ARO:3003318|Streptomyces	Streptomyces	76.74	172	1596
a7ac51f7-f1bb-4bcc-8f07-91649790a025	Clostridium cellulovorans	Bacteria	ARO:3000190|tetO	group tet-6	81.35	327	1181
f0354556-3686-4b24-b6ed-2351e808a879	Clostridium cellulovorans	Bacteria	ARO:3000190|tetO	group tet-6	79.73	1460	589
e4925c7c-b516-4e9f-87e3-a327d73fb778	Staphylococcus aureus	Bacilli	ARO:3002597|AAC(6')-Ie-APH(2'')-Ia	group AAC-APH-1	81.17	223	2194
ce12484a-2d19-417b-b292-19a23495f9d2	Mobiluncus curtisii	Bacteria	ARO:3000190|tetO	group tet-6	78.31	1964	343
f41b8425-3d94-4009-a5a2-ff72fd2d693e	Mobiluncus curtisii	Terrabacteria group	ARO:3000190|tetO	group tet-6	82.07	1606	1862
1be6316b-8581-487b-91c6-2eb8c6642c9a	Enterococcus sp.	Enterococcus	ARO:3000300|lsaA	lsaA	76.22	307	920
9da1a40c-cdb0-46ef-9ae5-4ff71ccfd941	Campylobacter coli	Bacteria	ARO:3000190|tetO	group tet-6	75.61	369	1383
